,symbol,date,volume,market.cap,sector,industry,exchange
1875,BCOW,17/05/2019,11000,$48.47M,Finance,Banks,NASDAQ
1876,BCOW,20/05/2019,0,$48.47M,Finance,Banks,NASDAQ
1877,BCOW,21/05/2019,9300,$48.47M,Finance,Banks,NASDAQ
1878,BCOW,22/05/2019,5100,$48.47M,Finance,Banks,NASDAQ
1879,BCOW,23/05/2019,4900,$48.47M,Finance,Banks,NASDAQ
1880,BCOW,24/05/2019,2000,$48.47M,Finance,Banks,NASDAQ
1881,BCOW,28/05/2019,4000,$48.47M,Finance,Banks,NASDAQ
1882,BCOW,29/05/2019,16000,$48.47M,Finance,Banks,NASDAQ
1883,BCOW,30/05/2019,6500,$48.47M,Finance,Banks,NASDAQ
1884,BCOW,31/05/2019,400,$48.47M,Finance,Banks,NASDAQ
1885,BCOW,03/06/2019,400,$48.47M,Finance,Banks,NASDAQ
1886,BCOW,04/06/2019,3400,$48.47M,Finance,Banks,NASDAQ
1887,BCOW,05/06/2019,1600,$48.47M,Finance,Banks,NASDAQ
1888,BCOW,06/06/2019,1400,$48.47M,Finance,Banks,NASDAQ
1889,BCOW,07/06/2019,200,$48.47M,Finance,Banks,NASDAQ
1890,BCOW,10/06/2019,9100,$48.47M,Finance,Banks,NASDAQ
1891,BCOW,11/06/2019,3700,$48.47M,Finance,Banks,NASDAQ
1892,BCOW,12/06/2019,200,$48.47M,Finance,Banks,NASDAQ
1893,BCOW,13/06/2019,800,$48.47M,Finance,Banks,NASDAQ
1894,BCOW,14/06/2019,12300,$48.47M,Finance,Banks,NASDAQ
1895,BCOW,17/06/2019,8600,$48.47M,Finance,Banks,NASDAQ
1896,BCOW,18/06/2019,21100,$48.47M,Finance,Banks,NASDAQ
1897,BCOW,19/06/2019,100,$48.47M,Finance,Banks,NASDAQ
1898,BCOW,20/06/2019,1500,$48.47M,Finance,Banks,NASDAQ
1899,BCOW,21/06/2019,4000,$48.47M,Finance,Banks,NASDAQ
1900,BCOW,24/06/2019,13700,$48.47M,Finance,Banks,NASDAQ
1901,BCOW,25/06/2019,1300,$48.47M,Finance,Banks,NASDAQ
1902,BCOW,26/06/2019,400,$48.47M,Finance,Banks,NASDAQ
1903,BCOW,27/06/2019,300,$48.47M,Finance,Banks,NASDAQ
1904,BCOW,28/06/2019,2600,$48.47M,Finance,Banks,NASDAQ
1905,BCOW,01/07/2019,100,$48.47M,Finance,Banks,NASDAQ
1906,BCOW,02/07/2019,2000,$48.47M,Finance,Banks,NASDAQ
1907,BCOW,03/07/2019,1800,$48.47M,Finance,Banks,NASDAQ
1908,BCOW,05/07/2019,300,$48.47M,Finance,Banks,NASDAQ
1909,BCOW,08/07/2019,800,$48.47M,Finance,Banks,NASDAQ
1910,BCOW,09/07/2019,2500,$48.47M,Finance,Banks,NASDAQ
1911,BCOW,10/07/2019,7500,$48.47M,Finance,Banks,NASDAQ
1912,BCOW,11/07/2019,1500,$48.47M,Finance,Banks,NASDAQ
1913,BCOW,12/07/2019,35200,$48.47M,Finance,Banks,NASDAQ
1914,BCOW,15/07/2019,4500,$48.47M,Finance,Banks,NASDAQ
1915,BCOW,16/07/2019,100,$48.47M,Finance,Banks,NASDAQ
1916,BCOW,17/07/2019,11100,$48.47M,Finance,Banks,NASDAQ
1917,BCOW,18/07/2019,5700,$48.47M,Finance,Banks,NASDAQ
1918,BCOW,19/07/2019,1000,$48.47M,Finance,Banks,NASDAQ
1919,BCOW,22/07/2019,1700,$48.47M,Finance,Banks,NASDAQ
1920,BCOW,23/07/2019,1200,$48.47M,Finance,Banks,NASDAQ
1921,BCOW,24/07/2019,16200,$48.47M,Finance,Banks,NASDAQ
1922,BCOW,25/07/2019,100,$48.47M,Finance,Banks,NASDAQ
1923,BCOW,26/07/2019,700,$48.47M,Finance,Banks,NASDAQ
1924,BCOW,29/07/2019,600,$48.47M,Finance,Banks,NASDAQ
1925,BCOW,30/07/2019,500,$48.47M,Finance,Banks,NASDAQ
1926,BCOW,31/07/2019,9000,$48.47M,Finance,Banks,NASDAQ
1927,BCOW,01/08/2019,3000,$48.47M,Finance,Banks,NASDAQ
1928,BCOW,02/08/2019,10200,$48.47M,Finance,Banks,NASDAQ
1929,BCOW,05/08/2019,1500,$48.47M,Finance,Banks,NASDAQ
1930,BCOW,06/08/2019,1100,$48.47M,Finance,Banks,NASDAQ
1931,BCOW,07/08/2019,9600,$48.47M,Finance,Banks,NASDAQ
1932,BCOW,08/08/2019,400,$48.47M,Finance,Banks,NASDAQ
1933,BCOW,09/08/2019,400,$48.47M,Finance,Banks,NASDAQ
1934,BCOW,12/08/2019,12100,$48.47M,Finance,Banks,NASDAQ
1935,BCOW,13/08/2019,3100,$48.47M,Finance,Banks,NASDAQ
1936,BCOW,14/08/2019,1000,$48.47M,Finance,Banks,NASDAQ
1937,BCOW,15/08/2019,0,$48.47M,Finance,Banks,NASDAQ
1938,BCOW,16/08/2019,0,$48.47M,Finance,Banks,NASDAQ
1939,BCOW,19/08/2019,1100,$48.47M,Finance,Banks,NASDAQ
1940,BCOW,20/08/2019,0,$48.47M,Finance,Banks,NASDAQ
1941,BCOW,21/08/2019,900,$48.47M,Finance,Banks,NASDAQ
1942,BCOW,22/08/2019,2100,$48.47M,Finance,Banks,NASDAQ
1943,BCOW,23/08/2019,500,$48.47M,Finance,Banks,NASDAQ
1944,BCOW,26/08/2019,1200,$48.47M,Finance,Banks,NASDAQ
1945,BCOW,27/08/2019,500,$48.47M,Finance,Banks,NASDAQ
1946,BCOW,28/08/2019,600,$48.47M,Finance,Banks,NASDAQ
1947,BCOW,29/08/2019,1700,$48.47M,Finance,Banks,NASDAQ
1948,BCOW,30/08/2019,1500,$48.47M,Finance,Banks,NASDAQ
1949,BCOW,03/09/2019,13000,$48.47M,Finance,Banks,NASDAQ
1950,BCOW,04/09/2019,0,$48.47M,Finance,Banks,NASDAQ
1951,BCOW,05/09/2019,500,$48.47M,Finance,Banks,NASDAQ
1952,BCOW,06/09/2019,5000,$48.47M,Finance,Banks,NASDAQ
1953,BCOW,09/09/2019,19300,$48.47M,Finance,Banks,NASDAQ
1954,BCOW,10/09/2019,600,$48.47M,Finance,Banks,NASDAQ
1955,BCOW,11/09/2019,0,$48.47M,Finance,Banks,NASDAQ
1956,BCOW,12/09/2019,2500,$48.47M,Finance,Banks,NASDAQ
1957,BCOW,13/09/2019,3400,$48.47M,Finance,Banks,NASDAQ
1958,BCOW,16/09/2019,11800,$48.47M,Finance,Banks,NASDAQ
1959,BCOW,17/09/2019,20200,$48.47M,Finance,Banks,NASDAQ
1960,BCOW,18/09/2019,400,$48.47M,Finance,Banks,NASDAQ
1961,BCOW,19/09/2019,17700,$48.47M,Finance,Banks,NASDAQ
1962,BCOW,20/09/2019,8900,$48.47M,Finance,Banks,NASDAQ
1963,BCOW,23/09/2019,600,$48.47M,Finance,Banks,NASDAQ
1964,BCOW,24/09/2019,8100,$48.47M,Finance,Banks,NASDAQ
1965,BCOW,25/09/2019,200,$48.47M,Finance,Banks,NASDAQ
1966,BCOW,26/09/2019,100,$48.47M,Finance,Banks,NASDAQ
1967,BCOW,27/09/2019,100,$48.47M,Finance,Banks,NASDAQ
1968,BCOW,30/09/2019,200,$48.47M,Finance,Banks,NASDAQ
1969,BCOW,01/10/2019,0,$48.47M,Finance,Banks,NASDAQ
1970,BCOW,02/10/2019,300,$48.47M,Finance,Banks,NASDAQ
1971,BCOW,03/10/2019,100,$48.47M,Finance,Banks,NASDAQ
1972,BCOW,04/10/2019,400,$48.47M,Finance,Banks,NASDAQ
1973,BCOW,07/10/2019,400,$48.47M,Finance,Banks,NASDAQ
1974,BCOW,08/10/2019,3800,$48.47M,Finance,Banks,NASDAQ
1975,BCOW,09/10/2019,2700,$48.47M,Finance,Banks,NASDAQ
1976,BCOW,10/10/2019,1100,$48.47M,Finance,Banks,NASDAQ
1977,BCOW,11/10/2019,1400,$48.47M,Finance,Banks,NASDAQ
1978,BCOW,14/10/2019,3200,$48.47M,Finance,Banks,NASDAQ
1979,BCOW,15/10/2019,100,$48.47M,Finance,Banks,NASDAQ
1980,BCOW,16/10/2019,100,$48.47M,Finance,Banks,NASDAQ
1981,BCOW,17/10/2019,200,$48.47M,Finance,Banks,NASDAQ
1982,BCOW,18/10/2019,0,$48.47M,Finance,Banks,NASDAQ
1983,BCOW,21/10/2019,600,$48.47M,Finance,Banks,NASDAQ
1984,BCOW,22/10/2019,500,$48.47M,Finance,Banks,NASDAQ
1985,BCOW,23/10/2019,0,$48.47M,Finance,Banks,NASDAQ
1986,BCOW,24/10/2019,0,$48.47M,Finance,Banks,NASDAQ
1987,BCOW,25/10/2019,9600,$48.47M,Finance,Banks,NASDAQ
1988,BCOW,28/10/2019,700,$48.47M,Finance,Banks,NASDAQ
1989,BCOW,29/10/2019,500,$48.47M,Finance,Banks,NASDAQ
1990,BCOW,30/10/2019,500,$48.47M,Finance,Banks,NASDAQ
1991,BCOW,31/10/2019,3400,$48.47M,Finance,Banks,NASDAQ
1992,BCOW,01/11/2019,0,$48.47M,Finance,Banks,NASDAQ
1993,BCOW,04/11/2019,0,$48.47M,Finance,Banks,NASDAQ
1994,BCOW,05/11/2019,500,$48.47M,Finance,Banks,NASDAQ
1995,BCOW,06/11/2019,30600,$48.47M,Finance,Banks,NASDAQ
1996,BCOW,07/11/2019,6000,$48.47M,Finance,Banks,NASDAQ
1997,BCOW,08/11/2019,2900,$48.47M,Finance,Banks,NASDAQ
1998,BCOW,11/11/2019,13100,$48.47M,Finance,Banks,NASDAQ
1999,BCOW,12/11/2019,1000,$48.47M,Finance,Banks,NASDAQ
2000,BCOW,13/11/2019,0,$48.47M,Finance,Banks,NASDAQ
2001,BCOW,14/11/2019,700,$48.47M,Finance,Banks,NASDAQ
2002,BCOW,15/11/2019,4500,$48.47M,Finance,Banks,NASDAQ
2003,BCOW,18/11/2019,40600,$48.47M,Finance,Banks,NASDAQ
2004,BCOW,19/11/2019,1900,$48.47M,Finance,Banks,NASDAQ
2005,BCOW,20/11/2019,6300,$48.47M,Finance,Banks,NASDAQ
2006,BCOW,21/11/2019,2100,$48.47M,Finance,Banks,NASDAQ
2007,BCOW,22/11/2019,18400,$48.47M,Finance,Banks,NASDAQ
2008,BCOW,25/11/2019,1900,$48.47M,Finance,Banks,NASDAQ
2009,BCOW,26/11/2019,9000,$48.47M,Finance,Banks,NASDAQ
2010,BCOW,27/11/2019,1900,$48.47M,Finance,Banks,NASDAQ
2011,BCOW,29/11/2019,0,$48.47M,Finance,Banks,NASDAQ
2012,BCOW,02/12/2019,2000,$48.47M,Finance,Banks,NASDAQ
2013,BCOW,03/12/2019,19900,$48.47M,Finance,Banks,NASDAQ
2014,BCOW,04/12/2019,13000,$48.47M,Finance,Banks,NASDAQ
2015,BCOW,05/12/2019,8500,$48.47M,Finance,Banks,NASDAQ
2016,BCOW,06/12/2019,300,$48.47M,Finance,Banks,NASDAQ
2017,BCOW,09/12/2019,1600,$48.47M,Finance,Banks,NASDAQ
2018,BCOW,10/12/2019,5900,$48.47M,Finance,Banks,NASDAQ
2019,BCOW,11/12/2019,0,$48.47M,Finance,Banks,NASDAQ
2020,BCOW,12/12/2019,0,$48.47M,Finance,Banks,NASDAQ
2021,BCOW,13/12/2019,4600,$48.47M,Finance,Banks,NASDAQ
2022,BCOW,16/12/2019,700,$48.47M,Finance,Banks,NASDAQ
2023,BCOW,17/12/2019,1200,$48.47M,Finance,Banks,NASDAQ
2024,BCOW,18/12/2019,3500,$48.47M,Finance,Banks,NASDAQ
2025,BCOW,19/12/2019,900,$48.47M,Finance,Banks,NASDAQ
2026,BCOW,20/12/2019,1600,$48.47M,Finance,Banks,NASDAQ
2027,BCOW,23/12/2019,300,$48.47M,Finance,Banks,NASDAQ
2028,BCOW,24/12/2019,2000,$48.47M,Finance,Banks,NASDAQ
2029,BCOW,26/12/2019,4700,$48.47M,Finance,Banks,NASDAQ
2030,BCOW,27/12/2019,900,$48.47M,Finance,Banks,NASDAQ
2031,BCOW,30/12/2019,1200,$48.47M,Finance,Banks,NASDAQ
2032,BCOW,31/12/2019,5700,$48.47M,Finance,Banks,NASDAQ
2033,BCOW,02/01/2020,500,$48.47M,Finance,Banks,NASDAQ
2034,BCOW,03/01/2020,9200,$48.47M,Finance,Banks,NASDAQ
2035,BCOW,06/01/2020,5400,$48.47M,Finance,Banks,NASDAQ
2036,BCOW,07/01/2020,0,$48.47M,Finance,Banks,NASDAQ
2037,BCOW,08/01/2020,5000,$48.47M,Finance,Banks,NASDAQ
2038,BCOW,09/01/2020,100,$48.47M,Finance,Banks,NASDAQ
2039,BCOW,10/01/2020,6300,$48.47M,Finance,Banks,NASDAQ
2040,BCOW,13/01/2020,1000,$48.47M,Finance,Banks,NASDAQ
2041,BCOW,14/01/2020,0,$48.47M,Finance,Banks,NASDAQ
2042,BCOW,15/01/2020,700,$48.47M,Finance,Banks,NASDAQ
2043,BCOW,16/01/2020,0,$48.47M,Finance,Banks,NASDAQ
2044,BCOW,17/01/2020,300,$48.47M,Finance,Banks,NASDAQ
2045,BCOW,21/01/2020,16100,$48.47M,Finance,Banks,NASDAQ
2046,BCOW,22/01/2020,20100,$48.47M,Finance,Banks,NASDAQ
2047,BCOW,23/01/2020,25700,$48.47M,Finance,Banks,NASDAQ
2048,BCOW,24/01/2020,13500,$48.47M,Finance,Banks,NASDAQ
2049,BCOW,27/01/2020,11200,$48.47M,Finance,Banks,NASDAQ
2050,BCOW,28/01/2020,4000,$48.47M,Finance,Banks,NASDAQ
2051,BCOW,29/01/2020,13900,$48.47M,Finance,Banks,NASDAQ
2052,BCOW,30/01/2020,3000,$48.47M,Finance,Banks,NASDAQ
2053,BCOW,31/01/2020,8200,$48.47M,Finance,Banks,NASDAQ
2054,BCOW,03/02/2020,9500,$48.47M,Finance,Banks,NASDAQ
2055,BCOW,04/02/2020,100,$48.47M,Finance,Banks,NASDAQ
2056,BCOW,05/02/2020,8900,$48.47M,Finance,Banks,NASDAQ
2057,BCOW,06/02/2020,800,$48.47M,Finance,Banks,NASDAQ
2058,BCOW,07/02/2020,1900,$48.47M,Finance,Banks,NASDAQ
2059,BCOW,10/02/2020,2400,$48.47M,Finance,Banks,NASDAQ
2060,BCOW,11/02/2020,2200,$48.47M,Finance,Banks,NASDAQ
2061,BCOW,12/02/2020,3800,$48.47M,Finance,Banks,NASDAQ
2062,BCOW,13/02/2020,4000,$48.47M,Finance,Banks,NASDAQ
2063,BCOW,14/02/2020,2300,$48.47M,Finance,Banks,NASDAQ
2064,BCOW,18/02/2020,0,$48.47M,Finance,Banks,NASDAQ
2065,BCOW,19/02/2020,1100,$48.47M,Finance,Banks,NASDAQ
2066,BCOW,20/02/2020,700,$48.47M,Finance,Banks,NASDAQ
2067,BCOW,21/02/2020,0,$48.47M,Finance,Banks,NASDAQ
2068,BCOW,24/02/2020,1400,$48.47M,Finance,Banks,NASDAQ
2069,BCOW,25/02/2020,1000,$48.47M,Finance,Banks,NASDAQ
2070,BCOW,26/02/2020,11700,$48.47M,Finance,Banks,NASDAQ
2071,BCOW,27/02/2020,7100,$48.47M,Finance,Banks,NASDAQ
2072,BCOW,28/02/2020,17400,$48.47M,Finance,Banks,NASDAQ
2073,BCOW,02/03/2020,2300,$48.47M,Finance,Banks,NASDAQ
2074,BCOW,03/03/2020,3700,$48.47M,Finance,Banks,NASDAQ
2075,BCOW,04/03/2020,12600,$48.47M,Finance,Banks,NASDAQ
2076,BCOW,05/03/2020,0,$48.47M,Finance,Banks,NASDAQ
2077,BCOW,06/03/2020,14600,$48.47M,Finance,Banks,NASDAQ
2078,BCOW,09/03/2020,22900,$48.47M,Finance,Banks,NASDAQ
2079,BCOW,10/03/2020,300,$48.47M,Finance,Banks,NASDAQ
2080,BCOW,11/03/2020,4700,$48.47M,Finance,Banks,NASDAQ
2081,BCOW,12/03/2020,14400,$48.47M,Finance,Banks,NASDAQ
2082,BCOW,13/03/2020,1700,$48.47M,Finance,Banks,NASDAQ
2083,BCOW,16/03/2020,10500,$48.47M,Finance,Banks,NASDAQ
2084,BCOW,17/03/2020,500,$48.47M,Finance,Banks,NASDAQ
2085,BCOW,18/03/2020,2600,$48.47M,Finance,Banks,NASDAQ
2086,BCOW,19/03/2020,300,$48.47M,Finance,Banks,NASDAQ
2087,BCOW,20/03/2020,10800,$48.47M,Finance,Banks,NASDAQ
2088,BCOW,23/03/2020,7100,$48.47M,Finance,Banks,NASDAQ
2089,BCOW,24/03/2020,4100,$48.47M,Finance,Banks,NASDAQ
2090,BCOW,25/03/2020,2300,$48.47M,Finance,Banks,NASDAQ
2091,BCOW,26/03/2020,5400,$48.47M,Finance,Banks,NASDAQ
2092,BCOW,27/03/2020,5400,$48.47M,Finance,Banks,NASDAQ
2093,BCOW,30/03/2020,2500,$48.47M,Finance,Banks,NASDAQ
2094,BCOW,31/03/2020,200,$48.47M,Finance,Banks,NASDAQ
2095,BCOW,01/04/2020,800,$48.47M,Finance,Banks,NASDAQ
2096,BCOW,02/04/2020,1400,$48.47M,Finance,Banks,NASDAQ
2097,BCOW,03/04/2020,3700,$48.47M,Finance,Banks,NASDAQ
2098,BCOW,06/04/2020,30400,$48.47M,Finance,Banks,NASDAQ
2099,BCOW,07/04/2020,13900,$48.47M,Finance,Banks,NASDAQ
2100,BCOW,08/04/2020,5700,$48.47M,Finance,Banks,NASDAQ
2101,BCOW,09/04/2020,9800,$48.47M,Finance,Banks,NASDAQ
2102,BCOW,13/04/2020,1300,$48.47M,Finance,Banks,NASDAQ
2103,BCOW,14/04/2020,18200,$48.47M,Finance,Banks,NASDAQ
2104,BCOW,15/04/2020,1500,$48.47M,Finance,Banks,NASDAQ
2105,BCOW,16/04/2020,9500,$48.47M,Finance,Banks,NASDAQ
2106,BCOW,17/04/2020,1800,$48.47M,Finance,Banks,NASDAQ
2107,BCOW,20/04/2020,0,$48.47M,Finance,Banks,NASDAQ
2108,BCOW,21/04/2020,100,$48.47M,Finance,Banks,NASDAQ
2109,BCOW,22/04/2020,4700,$48.47M,Finance,Banks,NASDAQ
2110,BCOW,23/04/2020,800,$48.47M,Finance,Banks,NASDAQ
2111,BCOW,24/04/2020,1700,$48.47M,Finance,Banks,NASDAQ
2112,BCOW,27/04/2020,2000,$48.47M,Finance,Banks,NASDAQ
2113,BCOW,28/04/2020,400,$48.47M,Finance,Banks,NASDAQ
2114,BCOW,29/04/2020,300,$48.47M,Finance,Banks,NASDAQ
2115,BCOW,30/04/2020,800,$48.47M,Finance,Banks,NASDAQ
2116,BCOW,01/05/2020,100,$48.47M,Finance,Banks,NASDAQ
2117,BCOW,04/05/2020,0,$48.47M,Finance,Banks,NASDAQ
2118,BCOW,05/05/2020,700,$48.47M,Finance,Banks,NASDAQ
2119,BCOW,06/05/2020,0,$48.47M,Finance,Banks,NASDAQ
2120,BCOW,07/05/2020,0,$48.47M,Finance,Banks,NASDAQ
2121,BCOW,08/05/2020,3900,$48.47M,Finance,Banks,NASDAQ
2122,BCOW,11/05/2020,2600,$48.47M,Finance,Banks,NASDAQ
2123,BCOW,12/05/2020,500,$48.47M,Finance,Banks,NASDAQ
2124,BCOW,13/05/2020,0,$48.47M,Finance,Banks,NASDAQ
2125,BCOW,14/05/2020,2500,$48.47M,Finance,Banks,NASDAQ
2126,BCOW,15/05/2020,0,$48.47M,Finance,Banks,NASDAQ
2127,BCOW,18/05/2020,300,$48.47M,Finance,Banks,NASDAQ
2128,BCOW,19/05/2020,2500,$48.47M,Finance,Banks,NASDAQ
2129,BCOW,20/05/2020,500,$48.47M,Finance,Banks,NASDAQ
2130,BCOW,21/05/2020,0,$48.47M,Finance,Banks,NASDAQ
2131,BCOW,22/05/2020,33300,$48.47M,Finance,Banks,NASDAQ
2132,BCOW,26/05/2020,1900,$48.47M,Finance,Banks,NASDAQ
2133,BCOW,27/05/2020,0,$48.47M,Finance,Banks,NASDAQ
2134,BCOW,28/05/2020,2100,$48.47M,Finance,Banks,NASDAQ
2135,BCOW,29/05/2020,1700,$48.47M,Finance,Banks,NASDAQ
2136,BCOW,01/06/2020,0,$48.47M,Finance,Banks,NASDAQ
2137,BCOW,02/06/2020,100,$48.47M,Finance,Banks,NASDAQ
2138,BCOW,03/06/2020,2900,$48.47M,Finance,Banks,NASDAQ
2139,BCOW,04/06/2020,1400,$48.47M,Finance,Banks,NASDAQ
2140,BCOW,05/06/2020,2900,$48.47M,Finance,Banks,NASDAQ
2141,BCOW,08/06/2020,400,$48.47M,Finance,Banks,NASDAQ
2142,BCOW,09/06/2020,700,$48.47M,Finance,Banks,NASDAQ
2143,BCOW,10/06/2020,200,$48.47M,Finance,Banks,NASDAQ
2144,BCOW,11/06/2020,1300,$48.47M,Finance,Banks,NASDAQ
2145,BCOW,12/06/2020,200,$48.47M,Finance,Banks,NASDAQ
2146,BCOW,15/06/2020,100,$48.47M,Finance,Banks,NASDAQ
2147,BCOW,16/06/2020,100,$48.47M,Finance,Banks,NASDAQ
2148,BCOW,17/06/2020,5600,$48.47M,Finance,Banks,NASDAQ
2149,BCOW,18/06/2020,1200,$48.47M,Finance,Banks,NASDAQ
2150,BCOW,19/06/2020,1300,$48.47M,Finance,Banks,NASDAQ
2151,BCOW,22/06/2020,300,$48.47M,Finance,Banks,NASDAQ
2152,BCOW,23/06/2020,2900,$48.47M,Finance,Banks,NASDAQ
2153,BCOW,24/06/2020,16800,$48.47M,Finance,Banks,NASDAQ
2154,BCOW,25/06/2020,400,$48.47M,Finance,Banks,NASDAQ
2155,BCOW,26/06/2020,1400,$48.47M,Finance,Banks,NASDAQ
2156,BCOW,29/06/2020,0,$48.47M,Finance,Banks,NASDAQ
2157,BCOW,30/06/2020,0,$48.47M,Finance,Banks,NASDAQ
2158,BCOW,01/07/2020,8100,$48.47M,Finance,Banks,NASDAQ
2159,BCOW,02/07/2020,2800,$48.47M,Finance,Banks,NASDAQ
2160,BCOW,06/07/2020,1300,$48.47M,Finance,Banks,NASDAQ
2161,BCOW,07/07/2020,12500,$48.47M,Finance,Banks,NASDAQ
2162,BCOW,08/07/2020,0,$48.47M,Finance,Banks,NASDAQ
2163,BCOW,09/07/2020,0,$48.47M,Finance,Banks,NASDAQ
2164,BCOW,10/07/2020,500,$48.47M,Finance,Banks,NASDAQ
2165,BCOW,13/07/2020,33500,$48.47M,Finance,Banks,NASDAQ
2166,BCOW,14/07/2020,0,$48.47M,Finance,Banks,NASDAQ
2167,BCOW,15/07/2020,8600,$48.47M,Finance,Banks,NASDAQ
2168,BCOW,16/07/2020,0,$48.47M,Finance,Banks,NASDAQ
2169,BCOW,17/07/2020,800,$48.47M,Finance,Banks,NASDAQ
2170,BCOW,20/07/2020,100,$48.47M,Finance,Banks,NASDAQ
2171,BCOW,21/07/2020,58300,$48.47M,Finance,Banks,NASDAQ
2172,BCOW,22/07/2020,0,$48.47M,Finance,Banks,NASDAQ
2173,ONEM,31/01/2020,8294600,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2174,ONEM,03/02/2020,3764700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2175,ONEM,04/02/2020,1892400,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2176,ONEM,05/02/2020,1361700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2177,ONEM,06/02/2020,3084000,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2178,ONEM,07/02/2020,1481400,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2179,ONEM,10/02/2020,1882200,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2180,ONEM,11/02/2020,1175900,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2181,ONEM,12/02/2020,1658200,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2182,ONEM,13/02/2020,3101100,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2183,ONEM,14/02/2020,1029300,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2184,ONEM,18/02/2020,545700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2185,ONEM,19/02/2020,1142000,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2186,ONEM,20/02/2020,738400,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2187,ONEM,21/02/2020,294500,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2188,ONEM,24/02/2020,574500,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2189,ONEM,25/02/2020,930700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2190,ONEM,26/02/2020,664600,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2191,ONEM,27/02/2020,703800,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2192,ONEM,28/02/2020,540500,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2193,ONEM,02/03/2020,995200,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2194,ONEM,03/03/2020,873900,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2195,ONEM,04/03/2020,578200,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2196,ONEM,05/03/2020,1075300,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2197,ONEM,06/03/2020,867300,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2198,ONEM,09/03/2020,449800,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2199,ONEM,10/03/2020,1243200,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2200,ONEM,11/03/2020,1114000,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2201,ONEM,12/03/2020,992900,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2202,ONEM,13/03/2020,1312100,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2203,ONEM,16/03/2020,1126200,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2204,ONEM,17/03/2020,1.00E+06,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2205,ONEM,18/03/2020,1346100,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2206,ONEM,19/03/2020,1985100,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2207,ONEM,20/03/2020,4063900,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2208,ONEM,23/03/2020,1180100,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2209,ONEM,24/03/2020,897600,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2210,ONEM,25/03/2020,986700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2211,ONEM,26/03/2020,771000,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2212,ONEM,27/03/2020,677100,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2213,ONEM,30/03/2020,753800,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2214,ONEM,31/03/2020,824200,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2215,ONEM,01/04/2020,878400,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2216,ONEM,02/04/2020,522300,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2217,ONEM,03/04/2020,341100,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2218,ONEM,06/04/2020,788700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2219,ONEM,07/04/2020,624700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2220,ONEM,08/04/2020,502700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2221,ONEM,09/04/2020,449600,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2222,ONEM,13/04/2020,355100,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2223,ONEM,14/04/2020,533700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
2224,ONEM,15/04/2020,834700,$4.84B,Health Care,Medical/Nursing Services,NASDAQ
